ชื่อสาขา,ห้าง,จังหวัด,ภูมิภาค,STORE_ID,STORE_NAME
ราชพฤกษ์,เพาเวอร์บาย,นนทบุรี,กรุงเทพฯและภาคกลาง,S00575,PB:UPC-RATCHAPRUEK
ศรีสมาน,เพาเวอร์บาย,นนทบุรี,กรุงเทพฯและภาคกลาง,S00622,PB:RBS-SRISAMAN
คลองหลวง,เพาเวอร์บาย,ปทุมธานี,กรุงเทพฯและภาคกลาง,S01203,PB_LT:KHLONG_LUANG-PATHUMTHANI
ฟิวเจอร์พาร์ค รังสิต,เพาเวอร์บาย,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00169,PB:CPN-FUTURE_PARK-RANGSIT
รังสิต,เพาเวอร์บาย,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00707,PB:RBS-RANGSIT
พังงา,เพาเวอร์บาย,พังงา,ภาคใต้,S00659,PB-BIG_C-PHANGNGA
ท็อป-พะเยา,เพาเวอร์บาย,พะเยา,ภาคเหนือ,S00613,PB-TOPS_PLAZA-PHAYAO
เพชรบุรี,เพาเวอร์บาย,เพชรบุรี,ภาคตะวันตกและตะวันออก,S00462,PB-BIG_C-PHETCHABURI
เพชรบุรี,เพาเวอร์บาย,เพชรบุรี,ภาคตะวันตกและตะวันออก,S00680,PB-RBS-PHETCHABURI
ท็อป-พิจิตร,เพาเวอร์บาย,พิจิตร,ภาคเหนือ,S00671,PB-TOPS_PLAZA-PHICHIT
พิษณุโลก,เพาเวอร์บาย,พิษณุโลก,ภาคเหนือ,S00203,PB-CPN-PHITSANULOK
มาร์คโฟว์ แพร่,เพาเวอร์บาย,แพร่,ภาคเหนือ,S00661,PB-MARK_FOUR-PHRAE
เซ็นทรัลเฟสติวัล ภูเก็ต,เพาเวอร์บาย,ภูเก็ต,ภาคใต้,S00410,PB-CPN_FESTIVAL-PHUKET
จังซีลอน ภูเก็ต,เพาเวอร์บาย,ภูเก็ต,ภาคใต้,S00856,PB-RBS-JANGSILON-PHUKET
ถลาง ภูเก็ต,เพาเวอร์บาย,ภูเก็ต,ภาคใต้,S00057,PB-RBS-THALANG-PHUKET
ภูเก็ต,เพาเวอร์บาย,ภูเก็ต,ภาคใต้,S00627,PB-BNB-PHUKET
ปราจีนบุรี,เพาเวอร์บาย,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,S00550,PB-RBS-PRACHINBURI
สเปส 304 ปราจีนบุรี,เพาเวอร์บาย,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,S00769,PB-SPACE_304-PRACHINBURI
หัวหิน,เพาเวอร์บาย,ประจวบคีรีขันธ์,ภาคตะวันตกและตะวันออก,S00219,PB-GOP-HUAHIN-PRACHUAPKHIRIKHAN
ราชบุรี,เพาเวอร์บาย,ราชบุรี,ภาคตะวันตกและตะวันออก,S00649,PB-RBS-RATCHABURI
บ้านฉาง ระยอง,เพาเวอร์บาย,ระยอง,ภาคตะวันตกและตะวันออก,S00126,PB-RBS-BANCHANG-RAYONG
พาสชั่น ระยอง,เพาเวอร์บาย,ระยอง,ภาคตะวันตกและตะวันออก,S00556,PB-PASSION-RAYONG
ระยอง,เพาเวอร์บาย,ระยอง,ภาคตะวันตกและตะวันออก,S00076,PB-CPN-RAYONG
ระยอง,เพาเวอร์บาย,ระยอง,ภาคตะวันตกและตะวันออก,S01198,PB-BGC-RAYONG
ร้อยเอ็ด,เพาเวอร์บาย,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,S00293,PB-RBS-ROIET
สกลนคร,เพาเวอร์บาย,สกลนคร,ภาคตะวันออกเฉียงเหนือ,S00731,PB-RBS-SAKONNAKHON
เมกาบางนา,เพาเวอร์บาย,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00051,PB:MEGA_BANGNA
บางพลี,เพาเวอร์บาย,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00053,PB:BIG_C-BANGPLEE
สมุทรปราการ,เพาเวอร์บาย,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00047,PB:RBS-SAMUTPRAKAN
สุขสวัสดิ์,เพาเวอร์บาย,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00118,PB:BIG_C-SUKSAWAT
อิมพีเรียล สำโรง,เพาเวอร์บาย,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00458,PB:IMPERIAL-SAMRONG
มหาชัย,เพาเวอร์บาย,สมุทรสาคร,ภาคตะวันตกและตะวันออก,S00393,PB:CPN-MAHACHAI-SAMUTSAKHON
สระบุรี,เพาเวอร์บาย,สระบุรี,ภาคตะวันตกและตะวันออก,S00106,PB-RBS-SARABURI
ไชยแสง สิงห์บุรี,เพาเวอร์บาย,สิงห์บุรี,ภาคตะวันตกและตะวันออก,S00352,PB-CHAI_SANG-SINGBURI
ท็อป สิงห์บุรี,เพาเวอร์บาย,สิงห์บุรี,ภาคตะวันตกและตะวันออก,S00576,PB-TOPS_PLAZA-SINGBURI
ลีทรัพสินย์ สงขลา,เพาเวอร์บาย,สงขลา,ภาคใต้,S00726,PB-LEE_SUBSIN-SONGKHLA
หาดใหญ่,เพาเวอร์บาย,สงขลา,ภาคใต้,S00282,PB-CPN_FESTIVAL-HADYAI-SONGKHLA
หาดใหญ่,เพาเวอร์บาย,สงขลา,ภาคใต้,S00728,PB-RBS-HADYAI-SONGKHLA
สุพรรณบุรี,เพาเวอร์บาย,สุพรรณบุรี,ภาคตะวันตกและตะวันออก,S00208,PB-RBS-SUPHANBURI
เกาะสมุย,เพาเวอร์บาย,สุราษฎร์ธานี,ภาคใต้,S00357,PB-CPN-SAMUI-SURATTHANI
สุราษฎร์ธานี,เพาเวอร์บาย,สุราษฎร์ธานี,ภาคใต้,S00171,PB-CPN-SURATTHANI
สุรินทร์,เพาเวอร์บาย,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,S00209,PB-RBS-SURIN
แม่สอด ตาก,เพาเวอร์บาย,ตาก,ภาคเหนือ,S00517,PB-RBS-MAESOD-TAK
ตรัง,เพาเวอร์บาย,ตรัง,ภาคใต้,S00251,PB-RBS-TRANG
อุบล ราชธานี,เพาเวอร์บาย,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00871,PB-LOTUS-UBONRATCHATHANI
อุบลราชธานี,เพาเวอร์บาย,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00172,PB-CPN-UBONRATCHATHANI
บ้านผือ อุดรธานี,เพาเวอร์บาย,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00424,PB-GOP-BAN_PHUE-UDONTHANI
ยูดีทาวน์ อุดรธานี,เพาเวอร์บาย,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00482,PB-GOP-UD_TOWN-UDONTHANI
อุดรธานี,เพาเวอร์บาย,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00113,PB-CPN-UDONTHANI
อุดรธานี,เพาเวอร์บาย,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00653,PB-BIG_C-UDONTHANI
อุดรธานี,เพาเวอร์บาย,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00657,PB-UPC-UDONTHANI
เดอะมอลล์ท่าพระ,เพาเวอร์มอลล์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00370,PM:THAPRA
เดอะมอลล์บางแค,เพาเวอร์มอลล์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00190,PM:BANGKAE
เดอะมอลล์บางกะปิ,เพาเวอร์มอลล์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00066,PM:BANGKAPI
เดอะมอลล์รามคำแหง,เพาเวอร์มอลล์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00795,PM:RAMKAMHANG
เอ็มโพเรียม,เพาเวอร์มอลล์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00327,PM:EMPORIUM
สยามพารากอน,เพาเวอร์มอลล์,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00449,PM:SIAM_PARAGON
เดอะมอลล์โคราช,เพาเวอร์มอลล์,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00222,PM-NAKHONRATCHASIMA
เดอะมอลล์งามวงศ์วาน,เพาเวอร์มอลล์,นนทบุรี,กรุงเทพฯและภาคกลาง,S00349,PM:NGAMWONGWAN
อยุธยา,ไทยวัสดุ,พระนครศรีอยุธยา,ภาคตะวันตกและตะวันออก,S00255,TW-AYUTHAYA
นวมินทร์,ไทยวัสดุ,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00306,TW:NAVAMIN
พระราม 2,ไทยวัสดุ,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00177,TW:RAMA2
พระราม 3,ไทยวัสดุ,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00372,TW:RAMA3
ราชพฤกษ์,ไทยวัสดุ,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S01626,TW:RAJCHAPRUKE
สุขาภิบาล 3,ไทยวัสดุ,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00176,TW:SUKAPIBAN3
หนองจอก,ไทยวัสดุ,กรุงเทพมหานคร,กรุงเทพฯและภาคกลาง,S00706,TW:NONGCHOK
บุรีรัมย์,ไทยวัสดุ,บุรีรัมย์,ภาคตะวันออกเฉียงเหนือ,S00315,TW-BURIRAM
ฉะเชิงเทรา,ไทยวัสดุ,ฉะเชิงเทรา,ภาคตะวันตกและตะวันออก,S00146,TW-CHACHOENGSAO
ชัยนาท,ไทยวัสดุ,ชัยนาท,ภาคตะวันตกและตะวันออก,S00329,TW-CHAINAT
ชัยภูมิ,ไทยวัสดุ,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,S00310,TW-CHAIYAPHUM
เซ็นทรัล จันทบุรี,ไทยวัสดุ,จันทบุรี,ภาคตะวันตกและตะวันออก,S01628,TW-CENTRAL_CHANTHABURI-CHANTHABURI
จันทบุรี,ไทยวัสดุ,จันทบุรี,ภาคตะวันตกและตะวันออก,S00180,TW-CHANTHABURI
เชียงใหม่,ไทยวัสดุ,เชียงใหม่,ภาคเหนือ,S00079,TW-CHIANGMAI
สนามบินเชียงใหม่,ไทยวัสดุ,เชียงใหม่,ภาคเหนือ,S01629,TW-AIR_PORT-CHIANGMAI
สันทราย,ไทยวัสดุ,เชียงใหม่,ภาคเหนือ,S00193,TW-SANSAI-CHIANGMAI
เชียงราย,ไทยวัสดุ,เชียงราย,ภาคเหนือ,S00250,TW-CHIANGRAI
แม่จัน เชียงราย,ไทยวัสดุ,เชียงราย,ภาคเหนือ,S00236,TW-MAE_CHAN-CHIANGRAI
ชลบุรี,ไทยวัสดุ,ชลบุรี,ภาคตะวันตกและตะวันออก,S00409,TW-CHONBURI
บ่อวิน,ไทยวัสดุ,ชลบุรี,ภาคตะวันตกและตะวันออก,S00388,TW-BORWIN-CHONBURI
บางแสน,ไทยวัสดุ,ชลบุรี,ภาคตะวันตกและตะวันออก,S00307,TW-BANGSEN-CHONBURI
พัทยา,ไทยวัสดุ,ชลบุรี,ภาคตะวันตกและตะวันออก,S01625,TW-PATTAYA-CHONBURI
พัทยาใต้,ไทยวัสดุ,ชลบุรี,ภาคตะวันตกและตะวันออก,S00128,TW-SOUTH-PATAYA-CHONBURI
ศรีราชา ชลบุรี,ไทยวัสดุ,ชลบุรี,ภาคตะวันตกและตะวันออก,S00246,TW-SIRACHA-CHONBURI
อมตะนคร,ไทยวัสดุ,ชลบุรี,ภาคตะวันตกและตะวันออก,S00986,TW-AMMATANAKHON-CHONBURI
กาฬสินธุ์,ไทยวัสดุ,กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,S00809,TW-KALASIN
กำแพงเพชร,ไทยวัสดุ,กำแพงเพชร,ภาคเหนือ,S00422,TW-KAMPHAENGPHET
กาญจนบุรี,ไทยวัสดุ,กาญจนบุรี,ภาคตะวันตกและตะวันออก,S00158,TW-KANCHANABURI
ขอนแก่น,ไทยวัสดุ,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00364,TW-KHONKAEN
มิตรภาพ ขอนแก่น,ไทยวัสดุ,ขอนแก่น,ภาคตะวันออกเฉียงเหนือ,S00555,TW-MITTRAPHAP-KHONKAEN
ลำปาง,ไทยวัสดุ,ลำปาง,ภาคเหนือ,S00273,TW-LAMPANG
เลย,ไทยวัสดุ,เลย,ภาคตะวันออกเฉียงเหนือ,S00230,TW-LOEI
ลพบุรี,ไทยวัสดุ,ลพบุรี,ภาคตะวันตกและตะวันออก,S00122,TW-LOPBURI
มหาสารคาม,ไทยวัสดุ,มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,S00174,TW-MAHASARAKHAM
มุกดาหาร,ไทยวัสดุ,มุกดาหาร,ภาคตะวันออกเฉียงเหนือ,S00323,TW-MUKDAHAN
นคร นายก,ไทยวัสดุ,นครนายก,ภาคตะวันตกและตะวันออก,S02168,TW-NAKHONNAYOK
นครปฐม,ไทยวัสดุ,นครปฐม,ภาคตะวันตกและตะวันออก,S00103,TW:NAKHONPATHOM
ศาลายา,ไทยวัสดุ,นครปฐม,ภาคตะวันตกและตะวันออก,S00248,TW:SALAYA-NAKHONPATHOM
นครราชสีมา,ไทยวัสดุ,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00296,TW-NAKHONRATCHASIMA
ปากช่อง,ไทยวัสดุ,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00108,TW-PAKCHONG-NAKHONRATCHASIMA
หัวทะเล โคราช,ไทยวัสดุ,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,S00287,TW-HUA_TALAE-NAKHONRATCHASIMA
นครสวรรค์,ไทยวัสดุ,นครสวรรค์,ภาคเหนือ,S00447,TW-NAKHONSAWAN
นครศรีธรรมราช,ไทยวัสดุ,นครศรีธรรมราช,ภาคใต้,S00143,TW-NAKHONSITHAMMARAT
น่าน,ไทยวัสดุ,น่าน,ภาคเหนือ,S00295,TW-NAN
หนองบัวลำภู,ไทยวัสดุ,หนองบัวลำภู,ภาคตะวันออกเฉียงเหนือ,S00257,TW-NONGBUALAMPHU
แจ้งวัฒนะ,ไทยวัสดุ,นนทบุรี,กรุงเทพฯและภาคกลาง,S00493,TW:CHANGWATTANA
โลตัส บางใหญ่,ไทยวัสดุ,นนทบุรี,กรุงเทพฯและภาคกลาง,S01627,TW:BAANANDBEYOND-LOTUS_BANGYAI
ชัยพฤกษ์,ไทยวัสดุ,นนทบุรี,กรุงเทพฯและภาคกลาง,S00322,TW:CHAIYAPRUK
นครอินทร์ บางกรวย,ไทยวัสดุ,นนทบุรี,กรุงเทพฯและภาคกลาง,S00235,TW:NAKHON_IN
บางใหญ่,ไทยวัสดุ,นนทบุรี,กรุงเทพฯและภาคกลาง,S00405,TW:BANGYAI
บางบัวทอง,ไทยวัสดุ,นนทบุรี,กรุงเทพฯและภาคกลาง,S00292,TW:BANGBUATHONG
รัตนาธิเบศ,ไทยวัสดุ,นนทบุรี,กรุงเทพฯและภาคกลาง,S00857,TW:RATTANATIBETH-NONTHABURI
ศรีสมาน,ไทยวัสดุ,นนทบุรี,กรุงเทพฯและภาคกลาง,S00417,TW:SRISAMAN-NONTHABURI
เมืองเอก,ไทยวัสดุ,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00195,TW:MUEANG_EK-PATHUMTHANI
ปทุมธานี,ไทยวัสดุ,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00427,TW:PATHUMTHANI
ปทุมธานี,ไทยวัสดุ,ปทุมธานี,กรุงเทพฯและภาคกลาง,S02300,TW:PATHUMTHANI
รังสิต 1,ไทยวัสดุ,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00470,TW:RANGSIT
รังสิต คลอง 4,ไทยวัสดุ,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00137,TW:RANGSIT_KLONG4
ลำลูกกา,ไทยวัสดุ,ปทุมธานี,กรุงเทพฯและภาคกลาง,S00271,TW:LUMLUKA
เพชรบูรณ์,ไทยวัสดุ,เพชรบูรณ์,ภาคเหนือ,S00356,TW-PHETCHABUN
เพชรบุรี,ไทยวัสดุ,เพชรบุรี,ภาคตะวันตกและตะวันออก,S00404,TW-PHETCHABURI
ชะอำ,ไทยวัสดุ,เพชรบุรี,ภาคตะวันตกและตะวันออก,S00270,TW-CHA_AM-PHETCHABURI
พิษณุโลก,ไทยวัสดุ,พิษณุโลก,ภาคเหนือ,S00181,TW-PHITSANULOK
แพร่,ไทยวัสดุ,แพร่,ภาคเหนือ,S00433,TW-PHRAE
เซ็นทรัลเฟสติวัล ภูเก็ต,ไทยวัสดุ,ภูเก็ต,ภาคใต้,S00490,TW-FESTIVAL-PHUKET
ฉลอง ภูเก็ต,ไทยวัสดุ,ภูเก็ต,ภาคใต้,S00104,TW-CHALONG-PHUKET
ถลาง ภูเก็ต,ไทยวัสดุ,ภูเก็ต,ภาคใต้,S00102,TW-THA_LANG-PHUKET
ศรีมหาโพธ ปราจีนบุรี,ไทยวัสดุ,ปราจีนบุรี,ภาคตะวันตกและตะวันออก,S00335,TW-SRIMAHAPHOT-PRACHINBURI
ราชบุรี,ไทยวัสดุ,ราชบุรี,ภาคตะวันตกและตะวันออก,S02311,TW-RATCHABURI
แกลง ระยอง,ไทยวัสดุ,ระยอง,ภาคตะวันตกและตะวันออก,S00347,TW-KLAENG-RAYONG
บ้านฉาง ระยอง,ไทยวัสดุ,ระยอง,ภาคตะวันตกและตะวันออก,S00406,TW-BANCHANG-RAYONG
ระยอง,ไทยวัสดุ,ระยอง,ภาคตะวันตกและตะวันออก,S00166,TW-RAYONG
ร้อยเอ็ด,ไทยวัสดุ,ร้อยเอ็ด,ภาคตะวันออกเฉียงเหนือ,S00340,TW-ROIET
สระแก้ว,ไทยวัสดุ,สระแก้ว,ภาคตะวันตกและตะวันออก,S00337,TW-SAKAEO
อรัญประเทศ,ไทยวัสดุ,สระแก้ว,ภาคตะวันตกและตะวันออก,S00309,TW-ARANYAPRATHET-SAKAEO
สกลนคร,ไทยวัสดุ,สกลนคร,ภาคตะวันออกเฉียงเหนือ,S00147,TW-SAKONNAKHON
บางนา,ไทยวัสดุ,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00030,TW:BANGNA
บางพลี,ไทยวัสดุ,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00284,TW:BANGPLEE
สมุทรปราการ,ไทยวัสดุ,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00150,TW:SAMUTPRAKAN
สุขสวัสดิ์,ไทยวัสดุ,สมุทรปราการ,กรุงเทพฯและภาคกลาง,S00148,TW:SUKSAWAT
บางบอน,ไทยวัสดุ,สมุทรสาคร,ภาคตะวันตกและตะวันออก,S00505,TW:BANGBON
อ้อมน้อย,ไทยวัสดุ,สมุทรสาคร,ภาคตะวันตกและตะวันออก,S00480,TW:AOM_NOI-SAMUTSAKHON
มหาชัย,ไทยวัสดุ,สมุทรสงคราม,ภาคตะวันตกและตะวันออก,S00280,TW-MAHACHAI
สระบุรี,ไทยวัสดุ,สระบุรี,ภาคตะวันตกและตะวันออก,S00243,TW-SARABURI
ศรีสะเกษ,ไทยวัสดุ,ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,S00289,TW-SISAKET
สงขลา,ไทยวัสดุ,สงขลา,ภาคใต้,S00414,TW-SONGKHLA
หาดใหญ่,ไทยวัสดุ,สงขลา,ภาคใต้,S00249,TW-HATYAI-SONGKHLA
สุพรรณบุรี,ไทยวัสดุ,สุพรรณบุรี,ภาคตะวันตกและตะวันออก,S00088,TW-SUPHANBURI
สุราษฎร์ ธานี,ไทยวัสดุ,สุราษฎร์ธานี,ภาคใต้,S00264,TW-SURATTHANI
สุรินทร์,ไทยวัสดุ,สุรินทร์,ภาคตะวันออกเฉียงเหนือ,S00241,TW-SURIN
ตาก,ไทยวัสดุ,ตาก,ภาคเหนือ,S00346,TW-TAK
ตรัง,ไทยวัสดุ,ตรัง,ภาคใต้,S00300,TW-TRANG
อุบล ราชธานี,ไทยวัสดุ,อุบลราชธานี,ภาคตะวันออกเฉียงเหนือ,S00442,TW-UBONRATCHATHANI
กุดสะ อุดรธานี,ไทยวัสดุ,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00369,TW-KUT_SA-UDONTHANI
อุดร ธานี,ไทยวัสดุ,อุดรธานี,ภาคตะวันออกเฉียงเหนือ,S00313,TW-UDONTHANI
อุทัยธานี,ไทยวัสดุ,อุทัยธานี,ภาคเหนือ,S00389,TW-UTHAITHANI
ยโสธร,ไทยวัสดุ,ยโสธร,ภาคตะวันออกเฉียงเหนือ,S00178,TW-YASOTHON
